id,trace,ts,bot_name,venue,size,ob_price,exec_price,lat_order,status,payload,resp,reason,direction
14800,740eb7bde7bd4feab552878711364a29,2025-12-15 16:50:04.347936+00,TT:MEGA:MEGA-USD,E,76,0.28782,0.2993328,12.256558984518051,OK,"{'price': Decimal('0.29933'), 'qty': Decimal('76'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000609312809160704, external_id='2237384059043644690746978218275137341102958435010880569433339036822915841303') error=None pagination=None",TT_EL,exit
14801,740eb7bde7bd4feab552878711364a29,2025-12-15 16:50:04.347936+00,TT:MEGA:MEGA-USD,L,-76,0.28702,0.2755392,11.56375790014863,OK,"{'price': 27553, 'size': 760, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817404349,""BaseAmount"":760,""Price"":27553,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236604350,""ExpiredAt"":1765818003350,""Nonce"":39937,""Sig"":""H1KT94CE96bKFjh4S4mrwzU1nJQWGXYRPREVSWOsuRo3/94SYmJlSAHAMIAnrKCOFxhqx1C4ZrbWROa/l+402guN8QVplFGkwT4UUrHlOX0=""}",TT_EL,exit
14799,4ab8071aabf442fcab81fa8c28a8f4b7,2025-12-15 16:50:04.025399+00,TT:MEGA:MEGA-USD,L,-76,0.28702,0.2755392,13.258296065032482,OK,"{'price': 27553, 'size': 760, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817404027,""BaseAmount"":760,""Price"":27553,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236604027,""ExpiredAt"":1765818003027,""Nonce"":39936,""Sig"":""IEPrbfifdLrwy4P7v0Fjy/h84LbfqsOZkLsqyw8s/9vg6zJbzl4JLSW5Enm7lEDdU+77cqG2YVo+Sj/UO4vzjhQUyWJzzIXUrkU7SUvMLxE=""}",TT_EL,exit
14798,4ab8071aabf442fcab81fa8c28a8f4b7,2025-12-15 16:50:04.025399+00,TT:MEGA:MEGA-USD,E,76,0.28782,0.2993328,14.22539004124701,OK,"{'price': Decimal('0.29933'), 'qty': Decimal('76'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000609311457914880, external_id='136678192505015363780229365308881022720308273859176790691653832854062171464') error=None pagination=None",TT_EL,exit
14797,bc379e908b0d47a3842aa192df70ef2d,2025-12-15 16:50:03.20895+00,TT:MEGA:MEGA-USD,L,-49,0.28704,0.2755584,16.858385992236435,OK,"{'price': 27555, 'size': 490, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817403211,""BaseAmount"":490,""Price"":27555,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236603212,""ExpiredAt"":1765818002212,""Nonce"":39935,""Sig"":""DeUUQoG/0bGj84zyFqM+jdeUCD5kdYp2UvGpgtpUNqViyshvrHzFJOh+BN+I2HRJ5GfV/UwdCIF5x6ybI06CIY7Oqv6ARZeLsWbe2Q/3c14=""}",TT_EL,exit
14796,bc379e908b0d47a3842aa192df70ef2d,2025-12-15 16:50:03.20895+00,TT:MEGA:MEGA-USD,E,49,0.28782,0.2993328,18.23303592391312,OK,"{'price': Decimal('0.29933'), 'qty': Decimal('49'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000609308039421952, external_id='2763699247654501417602227415660568061414311195791505396779782645551237050605') error=None pagination=None",TT_EL,exit
14795,96c80ea70aaf4028a7cee1afb5ef8da1,2025-12-15 16:50:02.941644+00,TT:MEGA:MEGA-USD,L,-53,0.28703,0.2755488,20.223231986165047,OK,"{'price': 27554, 'size': 530, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817402943,""BaseAmount"":530,""Price"":27554,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236602944,""ExpiredAt"":1765818001944,""Nonce"":39934,""Sig"":""k+YxRtGARL1Nj+B92ibTIJSFLO+oygYnhU/KKPvZeE02wDlDKRy9SMcNOfU69jZmCSLj7RStFog1C/OA5t78p9d+zBoaj6I9iybXCN+aEkI=""}",TT_EL,exit
14794,96c80ea70aaf4028a7cee1afb5ef8da1,2025-12-15 16:50:02.941644+00,TT:MEGA:MEGA-USD,E,53,0.28782,0.2993328,20.955512998625636,OK,"{'price': Decimal('0.29933'), 'qty': Decimal('53'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000609306915811328, external_id='743656731972428226269750422370579463935490221338096302653831343489164388486') error=None pagination=None",TT_EL,exit
14792,baf468d430964fc286af2839a63d16fa,2025-12-15 16:50:02.710285+00,TT:MEGA:MEGA-USD,E,53,0.28782,0.2993328,15.418339986354113,OK,"{'price': Decimal('0.29933'), 'qty': Decimal('53'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000609305942462464, external_id='1003130924467859467846514693619444177000144457091170445851963659522216362969') error=None pagination=None",TT_EL,exit
14793,baf468d430964fc286af2839a63d16fa,2025-12-15 16:50:02.710285+00,TT:MEGA:MEGA-USD,L,-53,0.28703,0.2755488,12.840181938372552,OK,"{'price': 27554, 'size': 530, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817402712,""BaseAmount"":530,""Price"":27554,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236602712,""ExpiredAt"":1765818001712,""Nonce"":39933,""Sig"":""2+peeNIkJfjxmHr5dfCos6YytcOLkAHHNs5Gg3nL8TyNuMc4dSXfYUFTe4wYq11ujg8roDE1Kt83EFo/y0IRQz5YlIeOxQRXcNbw9vtSj3w=""}",TT_EL,exit
14791,b6249faad14047a8ae226607722ccd97,2025-12-15 16:49:32.715071+00,TT:MEGA:MEGA-USD,E,-91,0.28875,0.2772,24.422099930234253,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('91'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609180197277696, external_id='1439761600195699838808388860450389722107866481664310695856922338831846480774') error=None pagination=None",TT_LE,entry
14790,b6249faad14047a8ae226607722ccd97,2025-12-15 16:49:32.715071+00,TT:MEGA:MEGA-USD,L,91,0.28699,0.29846960000000006,14.361600042320788,OK,"{'price': 29846, 'size': 910, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817372715,""BaseAmount"":910,""Price"":29846,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236572716,""ExpiredAt"":1765817971716,""Nonce"":39932,""Sig"":""7KLs11q5vo8H4zRhLHfj+HITbCIQTOjrbt1Nz+18BnR3ee7cSngDT2eyNC3uMtFBq/3PvruTIwQPa4dSUD5eWi0ubn92ziyyMJMMwgLaUjg=""}",TT_LE,entry
14788,b109a6e4b29d435e9a16e810bcd78ccc,2025-12-15 16:49:29.746187+00,TT:MEGA:MEGA-USD,L,83,0.28701,0.2984904,11.893629096448421,OK,"{'price': 29849, 'size': 830, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817369746,""BaseAmount"":830,""Price"":29849,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236569747,""ExpiredAt"":1765817968747,""Nonce"":39931,""Sig"":""tHruUZD9Up7Kj+Y1AZ36SBksP06eqVff6W8kdGjLPC1+0jyKfLH4Gmo2N74c28AAxEojPyQPRqgU5j0xb4k1Ge99zH2/OJFB9iJBLibqLQo=""}",TT_LE,entry
14789,b109a6e4b29d435e9a16e810bcd78ccc,2025-12-15 16:49:29.746187+00,TT:MEGA:MEGA-USD,E,-83,0.28875,0.2772,21.16083400323987,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('83'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609167728189440, external_id='2325152347351279163779366233064324228927378111605468379563601062519882436507') error=None pagination=None",TT_LE,entry
14786,32842178054642a890cf849af357202c,2025-12-15 16:49:28.717416+00,TT:MEGA:MEGA-USD,L,63,0.28703,0.29851120000000003,12.801819946616888,OK,"{'price': 29851, 'size': 630, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817368717,""BaseAmount"":630,""Price"":29851,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236568718,""ExpiredAt"":1765817967718,""Nonce"":39930,""Sig"":""UipSYKGAMikX//4OVjl61JZylfpL+nxNhXPsVXCP9mFVDv5aE5ZgMUsr4du0jXGhQYfdHW2rKjlToNu8/gcTh/w56OUFMUzLKd6MmkhDmGM=""}",TT_LE,entry
14787,32842178054642a890cf849af357202c,2025-12-15 16:49:28.717416+00,TT:MEGA:MEGA-USD,E,-63,0.28875,0.2772,22.59012300055474,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('63'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609163420106752, external_id='2266246567200398095470662665368049133908158235772970932321447449964756136892') error=None pagination=None",TT_LE,entry
14784,c14322b6c23e4f1d964aa21e87532aaf,2025-12-15 16:49:25.479355+00,TT:MEGA:MEGA-USD,L,110,0.28706,0.2985424,11.096352012827992,OK,"{'price': 29854, 'size': 1100, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817365480,""BaseAmount"":1100,""Price"":29854,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236565480,""ExpiredAt"":1765817964480,""Nonce"":39929,""Sig"":""x4n4J95XhC0N3eLDxByQuVW7rhTI7mwAZ0uSOo5GRzOVL91U2Xf2BYs+NbXqBQycbi2EUJdJAM5L1DuTnAh5PVmvefeIyOlhSIM7C9DWuVo=""}",TT_LE,entry
14785,c14322b6c23e4f1d964aa21e87532aaf,2025-12-15 16:49:25.479355+00,TT:MEGA:MEGA-USD,E,-110,0.28875,0.2772,20.36795800086111,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('1.1E+2'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609149831311360, external_id='2799136452577810977006757280616783590520270994503370354244148625259599704925') error=None pagination=None",TT_LE,entry
14782,74514caa50834a909e1171072f76e45b,2025-12-15 16:49:24.120209+00,TT:MEGA:MEGA-USD,L,94,0.28708,0.29856320000000003,11.696500005200505,OK,"{'price': 29856, 'size': 940, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817364120,""BaseAmount"":940,""Price"":29856,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236564121,""ExpiredAt"":1765817963121,""Nonce"":39928,""Sig"":""/1whrndQDG27NFmmZhVC9CAj1+VNhn2qOla2s1DuzeuuNadOn/OzOm8bx+j8ukuzoh5vx9YgNF+lwfTX700mgBx9NHxlhzY2u/aZb3Hn5Ag=""}",TT_LE,entry
14783,74514caa50834a909e1171072f76e45b,2025-12-15 16:49:24.120209+00,TT:MEGA:MEGA-USD,E,-94,0.28875,0.2772,20.8735199412331,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('94'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609144130744320, external_id='2082058499248366502786250637022168173835047258209236525362580218360016000408') error=None pagination=None",TT_LE,entry
14780,ee178ec9bc1f4100a1d3ee1b554151f4,2025-12-15 16:49:23.778918+00,TT:MEGA:MEGA-USD,L,189,0.28708,0.29856320000000003,11.459247907623649,OK,"{'price': 29856, 'size': 1890, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765817363780,""BaseAmount"":1890,""Price"":29856,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768236563781,""ExpiredAt"":1765817962781,""Nonce"":39927,""Sig"":""Md5KzEcMRnHKs6R9OgA6v4TXAurdpqIib7iAqrVCHeNmP02ioukYZ7Jz8WbrKvr5J+MKrUIh5ruMe1X7u46keYo2hT5gRE0EMU1ysQ0BE1o=""}",TT_LE,entry
14781,ee178ec9bc1f4100a1d3ee1b554151f4,2025-12-15 16:49:23.778918+00,TT:MEGA:MEGA-USD,E,-189,0.28875,0.2772,25.50318092107773,OK,"{'price': Decimal('0.27720'), 'qty': Decimal('189'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000609142713569280, external_id='29097227851677012660134035525303976715878554009702980636158266125835277112') error=None pagination=None",TT_LE,entry
14779,51a5925ff2ae4fe18a528909ba24a09c,2025-12-15 16:22:18.609991+00,TT:MEGA:MEGA-USD,L,-157,0.28821,0.2766816,54.608731996268034,OK,"{'price': 27668, 'size': 1570, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765815738613,""BaseAmount"":1570,""Price"":27668,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768234938613,""ExpiredAt"":1765816337613,""Nonce"":39926,""Sig"":""+zCT4h4EdIHnCw7gexzBEp9OmZUMjWUUa8Cdq6uXOQb4or86b5DACYyiYtyzEd4HZ4YjgfaqBGN9B1SE+fJ3uhIqVwhrIjpjjK5e2Sf26Vc=""}",TT_EL,exit
14778,51a5925ff2ae4fe18a528909ba24a09c,2025-12-15 16:22:18.609991+00,TT:MEGA:MEGA-USD,E,157,0.28903,0.3005912,56.282219011336565,OK,"{'price': Decimal('0.30059'), 'qty': Decimal('157'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000602326206427136, external_id='942993615219441926312234574071563830944391828204156573170120437278237576545') error=None pagination=None",TT_EL,exit
14755,58804edb983e40528e87ca1aaa384813,2025-12-15 15:28:57.418208+00,TT:MEGA:MEGA-USD,L,-39,0.28849,0.2769504,12.64059089589864,OK,"{'price': 27695, 'size': 390, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812537420,""BaseAmount"":390,""Price"":27695,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231737421,""ExpiredAt"":1765813136421,""Nonce"":39914,""Sig"":""bd6yxTcQJV0FRm52jv7JGMvbdvukLCnz/nYnBHzkvYYrPkqlYpOoEFb0Dk2czt7OmaGX+IPaRsfz1H8sOwsChmKyYYkdwYcQha/ZJIUs7GY=""}",TT_EL,exit
14754,58804edb983e40528e87ca1aaa384813,2025-12-15 15:28:57.418208+00,TT:MEGA:MEGA-USD,E,39,0.28932,0.3008928,13.382531935349107,OK,"{'price': Decimal('0.30089'), 'qty': Decimal('39'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000588899432640512, external_id='1880453169652252488736774969317380123873794187064862308211892795844262765324') error=None pagination=None",TT_EL,exit
14753,030d56adb1fc40049fa8010c48f76f17,2025-12-15 15:28:57.085498+00,TT:MEGA:MEGA-USD,L,-79,0.28849,0.2769504,13.399883056990802,OK,"{'price': 27695, 'size': 790, 'is_ask': True}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812537087,""BaseAmount"":790,""Price"":27695,""IsAsk"":1,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231737088,""ExpiredAt"":1765813136088,""Nonce"":39913,""Sig"":""KGmMeo3K0EP0H7gcudBTdSnTKGagV4IfipTivpndF0c4mYRS534KVGJo7UEa/nEBewEiP77Bd5Iv1SKA0mYaULqxfwJGRpo68XIw21PKgk4=""}",TT_EL,exit
14752,030d56adb1fc40049fa8010c48f76f17,2025-12-15 15:28:57.085498+00,TT:MEGA:MEGA-USD,E,79,0.28932,0.3008928,15.174194006249309,OK,"{'price': Decimal('0.30089'), 'qty': Decimal('79'), 'side': 'BUY'}","status='OK' data=PlacedOrderModel(id=2000588898040516608, external_id='2252995390158688672170557989998284463777956115877526140654936864268638788767') error=None pagination=None",TT_EL,exit
14750,aeb5c16e73bc4d53988d65ee221dd530,2025-12-15 15:25:02.863924+00,TT:MEGA:MEGA-USD,L,50,0.28807,0.2995928,13.876149081625044,OK,"{'price': 29959, 'size': 500, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812302864,""BaseAmount"":500,""Price"":29959,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231502867,""ExpiredAt"":1765812901867,""Nonce"":39912,""Sig"":""y0zYRXDhp1nlI7rcy6zLGUQEdjD0QMzO0x7bgAGGUlS4VIHv4vu7froPhVqP4/bYlqn8oa+pXPsa+HJS+OezrpUOSSozNSIXP13rY++0224=""}",TT_LE,entry
14751,aeb5c16e73bc4d53988d65ee221dd530,2025-12-15 15:25:02.863924+00,TT:MEGA:MEGA-USD,E,-50,0.2898,0.278208,26.167755015194416,OK,"{'price': Decimal('0.27820'), 'qty': Decimal('5E+1'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000587915701723136, external_id='2492156693552573013142379624602827610938919536582623437918365876853028355278') error=None pagination=None",TT_LE,entry
14748,fe1da00dad5d479581e6964b3ffb4020,2025-12-15 15:25:01.681735+00,TT:MEGA:MEGA-USD,L,100,0.28807,0.2995928,54.60401892196387,OK,"{'price': 29959, 'size': 1000, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812301682,""BaseAmount"":1000,""Price"":29959,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231501684,""ExpiredAt"":1765812900684,""Nonce"":39911,""Sig"":""rBn+sn6cueFuLmZVBDh1JNLl3sm0uGqX29t2aSrmfyey2d9zzqnieGX2Io5xLOmQPiOknf0BjPyVmkrEP1ssMIrSoaHqmfYmwx+mw4OxrWg=""}",TT_LE,entry
14749,fe1da00dad5d479581e6964b3ffb4020,2025-12-15 15:25:01.681735+00,TT:MEGA:MEGA-USD,E,-100,0.2898,0.278208,143.87059293221682,OK,"{'price': Decimal('0.27820'), 'qty': Decimal('1E+2'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000587911195529216, external_id='887691483244104103757407905381948649578441973924358996265549704362377466673') error=None pagination=None",TT_LE,entry
14746,82e2186ee9d24181be35ca309df30d59,2025-12-15 15:25:00.171715+00,TT:MEGA:MEGA-USD,L,37,0.28806,0.29958239999999997,32.505110022611916,OK,"{'price': 29958, 'size': 370, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812300172,""BaseAmount"":370,""Price"":29958,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231500173,""ExpiredAt"":1765812899173,""Nonce"":39910,""Sig"":""muV8+X4UDpE6SfPUhO9ww57E91Il2Dn7dqoVkRsYcA4LUrT4Ze7GDYCL4HfByT0gkiCjPB4fWxflrUaS7UIGx1IUiyI44iefOHSvinF+dn0=""}",TT_LE,entry
14747,82e2186ee9d24181be35ca309df30d59,2025-12-15 15:25:00.171715+00,TT:MEGA:MEGA-USD,E,-37,0.2898,0.278208,150.92924202326685,OK,"{'price': Decimal('0.27820'), 'qty': Decimal('37'), 'side': 'SELL'}","status='OK' data=PlacedOrderModel(id=2000587904934223872, external_id='3189430589987235107143876940664591772435913874636596276012634987538899515974') error=None pagination=None",TT_LE,entry
14744,407df050c9734293838232d887f91f3b,2025-12-15 15:24:59.531914+00,TT:MEGA:MEGA-USD,L,174,0.28806,0.29958239999999997,12.192061985842884,OK,"{'price': 29958, 'size': 1740, 'is_ask': False}","{""AccountIndex"":281474976649142,""ApiKeyIndex"":2,""MarketIndex"":94,""ClientOrderIndex"":1765812299532,""BaseAmount"":1740,""Price"":29958,""IsAsk"":0,""Type"":0,""TimeInForce"":1,""ReduceOnly"":0,""TriggerPrice"":0,""OrderExpiry"":1768231499533,""ExpiredAt"":1765812898533,""Nonce"":39909,""Sig"":""ORb7x2r67Q5ydc1K/FL+4JVo4jUQTCmsImzL+hXsf7CuqW3ZEDowd6ZFnbG1iwO7IffuJOkbW12kGAWD9STlLsZuCX4ru1+bsDltsu+xKjw=""}",TT_LE,entry
